date,restaurant_id,menu_item_id,predicted_quantity
2026-01-01,R12,M33,10.631792161594433
2026-01-01,R12,M34,18.394883224457544
2026-01-01,R12,M35,6.762631319621039
2026-01-01,R12,M36,8.136292066454873
2026-01-01,R12,M37,10.003345366775857
2026-01-01,R12,M38,8.399009284061009
2026-01-01,R12,M39,11.607414455000825
2026-01-01,R12,M40,7.885234842775075
2026-01-01,R12,M41,10.921556125405264
2026-01-01,R12,M42,12.535865339723442
2026-01-01,R12,M43,20.34733914943584
2026-01-01,R12,M44,16.343513900515813
2026-01-01,R12,M45,12.55617183999808
2026-01-01,R12,M46,16.913895823597848
2026-01-01,R12,M47,10.423263352913803
2026-01-01,R12,M48,8.588443282495103
2026-01-01,R12,M49,11.269762844613119
2026-01-01,R12,M50,9.907811306138711
2026-01-01,R13,M01,27.0867716272961
2026-01-01,R13,M02,18.90192842939097
2026-01-01,R13,M03,10.771969934371972
2026-01-01,R13,M04,13.613699803560605
2026-01-01,R13,M05,14.627168846233818
2026-01-01,R13,M06,12.157703556043769
2026-01-01,R13,M07,9.685446338865981
2026-01-01,R13,M08,8.868546418982126
2026-01-01,R13,M09,21.47095277185048
2026-01-01,R13,M10,16.721306220242795
2026-01-01,R13,M11,27.39604071748546
2026-01-01,R13,M12,16.770354090589862
2026-01-01,R13,M13,14.273735429090685
2026-01-01,R13,M14,9.898329400423144
2026-01-01,R13,M15,33.217660425478975
2026-01-01,R13,M16,19.94065694868725
2026-01-01,R13,M17,12.02013350123779
2026-01-01,R13,M18,11.60880566800219
2026-01-01,R13,M19,8.489937498177078
2026-01-01,R13,M20,25.50942380286471
2026-01-01,R13,M21,10.139032839344365
2026-01-01,R13,M22,8.986559134416197
2026-01-01,R13,M23,34.36120981379727
2026-01-01,R13,M24,21.907196903555025
2026-01-01,R13,M25,12.555873223173295
2026-01-01,R13,M26,10.343777266910886
2026-01-01,R13,M27,11.734480980943939
2026-01-01,R13,M28,12.254502808702599
2026-01-01,R13,M29,16.19338309670938
2026-01-01,R13,M30,15.083825662483932
2026-01-01,R13,M31,18.68547293900304
2026-01-01,R13,M32,14.62411416010697
2026-01-01,R13,M33,9.816014892246077
2026-01-01,R13,M34,19.478372398484016
2026-01-01,R13,M35,7.079851772783684
2026-01-01,R13,M36,7.490913889693548
2026-01-01,R13,M37,9.287468340523718
2026-01-01,R13,M38,9.035905176832506
2026-01-01,R13,M39,10.93755962862624
2026-01-01,R13,M40,7.951362648072214
2026-01-01,R13,M41,10.950307934798394
2026-01-01,R13,M42,12.897364827902155
2026-01-01,R13,M43,20.54423142726864
2026-01-01,R13,M44,17.668177299050708
2026-01-01,R13,M45,12.800099017801596
2026-01-01,R13,M46,17.651728897484325
2026-01-01,R13,M47,11.42155713047178
2026-01-01,R13,M48,9.914837595341028
2026-01-01,R13,M49,12.211370201265067
2026-01-01,R13,M50,10.672119525973274
2026-01-01,R14,M01,27.620822709104367
2026-01-01,R14,M02,19.852731473490728
2026-01-01,R14,M03,11.187388786154129
2026-01-01,R14,M04,14.324501422035905
2026-01-01,R14,M05,16.2521970679698
2026-01-01,R14,M06,12.135171948716954
2026-01-01,R14,M07,34.55893386004404
2026-01-01,R14,M08,8.774878604849873
2026-01-01,R14,M09,24.561710428299303
2026-01-01,R14,M10,17.6305964959931
2026-01-01,R14,M11,26.198699017911437
2026-01-01,R14,M12,15.680710139335538
2026-01-01,R14,M13,14.233603621891378
2026-01-01,R14,M14,11.442599129671668
